OWNER_GROUP,OWNER_AGENT,DETAILS,LOCAL_SEVERITY,BANK_SEVERITY,BRIEF_PROBLEM_SUMMARY,ID ,APPLICATION,DATE/TIME,DESCRIPTION ,,RESOLUTION NOTES,RESPONSIBLE_GROUP,SUBMITTER_GROUP,STATUS,DATE_TIME_OCCURED,CLOSEDATE,PROBLEM_ID,PLATFORM,CATEGORY,BUSINESS_IMPACT,RESOLUTION,DISTRIBUTED_ID
MODE-PlatformSupport,u405591,1440741813NETCOOLcltaiprodetl 08/28/2015 01:02:26 CST/CDT [PC3]MODE.HMF.IMAGING_FAXCOM_SRC_TO_STG_DELTA_PROCESS--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  DESCRIPTION: cltaiprodetl 08/28/2015 01:02:26 CST/CDT [PC3]MODE.HMF.IMAGING_FAXCOM_SRC_TO_STG_DELTA_PROCESS--JOBFAILURE alarm has been generated1440742435u405591Error:  MESSAGE: [Microsoft][ODBC Driver 11 for SQL Server][SQL Server]Lock request time out period exceeded.  [ lppra01a0820 ] modetlap /run/modetlap/prod/autosys> jr MODE.HMF.IMAGING_FAXCOM_SRC_TO_STG_DELTA_PROCESS -r -1  Job Name                                                         Last Start           Last End             ST Run/Ntry Pri/Xit ________________________________________________________________ ____________________ ____________________ __ ________ _______ MODE.HMF.IMAGING_FAXCOM_SRC_TO_STG_DELTA_PROCESS                 08/28/2015 01:02:24  08/28/2015 01:02:24  FA 33956335/1 1 [ lppra01a0820 ] modetlap /run/modetlap/prod/autosys>  Restarted the in its next run and connection is successful  [ lppra01a0820 ] modetlap /run/modetlap/prod/autosys> jr MODE.HMF.IMAGING_FAXCOM_SRC_TO_STG_DELTA_PROCESS -r -1  Job Name                                                         Last Start           Last End             ST Run/Ntry Pri/Xit ________________________________________________________________ ____________________ ____________________ __ ________ _______ MODE.HMF.IMAGING_FAXCOM_SRC_TO_STG_DELTA_PROCESS                 08/28/2015 01:05:14  08/28/2015 01:05:58  SU 33956700/1 0 [ lppra01a0820 ] modetlap /run/modetlap/prod/autosys>  Status changed to Resolved  RESOLUTION: CAUSE GROUP: SQL SERVER DB. RESOLUTION:  RESTARTED THE IN ITS NEXT RUN AND CONNECTION IS SUCCESSFUL  Problem was assigned to u405591 as a severity 4 problem.1440742449u405591 Status changed to Closed,4,50,cltaiprodetl 08/28/2015 01:02:26 CST/CDT [PC3]MODE.HMF.IMAGING_FAXCOM_SRC_TO_STG_DELTA_PROCESS--JOBFAILURE alarm has been generated,1440741813,ETCOOL, 08/28/2015 01:02:26 CST/CDT [PC3]MODE.HMF.IMAGING_FAXCOM_SRC_TO_STG_DELTA_PROCESS--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 proble,DESCRIPTION: cltaiprodetl 08/28/2015 01:02:26 CST/CDT [PC3]MODE.HMF.IMAGING_FAXCOM_SRC_TO_STG_DELTA_PROCESS--JOBFAILURE alarm has been generated1440742435u405591Error:  MESSAGE: [Micros,,RESOLUTION: CAUSE GROUP: SQL SERVER DB. RESOLUTION:  RESTARTED THE IN ITS NEXT RUN AND CONNECTION IS SUCCESSFUL  Problem was assigned to u405591 as a severity 4 problem.1440742449u405591,MODE-PlatformSupport,Pac2000ProgramAccess,Closed,8/28/15 2:03,8/28/15 2:14,22907839,Application Client Server,Autosys,,CAUSE GROUP: SQL SERVER DB. RESOLUTION:  RESTARTED THE IN ITS NEXT RUN AND CONNECTION IS SUCCESSFUL,MODE:
MODE-PlatformSupport,ntfymodeplatformsupp,1435210292NETCOOLcltaiprodetl 06/25/2015 00:30:45 CST/CDT [PC3]MODE.HMF.ICMP_KOFAX_TO_MODE_STG_DELTA--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  DESCRIPTION: cltaiprodetl 06/25/2015 00:30:45 CST/CDT [PC3]MODE.HMF.ICMP_KOFAX_TO_MODE_STG_DELTA--JOBFAILURE alarm has been generated1435212878u405591After database is back  next instance of same job kicked off as per schedule and went to success.   Status changed to In Progress  RESOLUTION: CAUSE GROUP: SQL SERVER DBA RESOLUTION: ERROR MESSAGE SAYS -  SHUTDOWN IS IN PROGRESS.  LOGIN FAILED FOR USER 'MODE_TO_KOFAX_DB'. ONLY ADMINISTRATORS MAY CONNECT AT THIS TIME.  AFTER SOME TIME DB IS UP AND RUNNING AND NEXT INSTANCE OF JOB KICKED OFF AND WENT TO SUCCESS.1435215358u405591 Status changed to Closed,4,50,cltaiprodetl 06/25/2015 00:30:45 CST/CDT [PC3]MODE.HMF.ICMP_KOFAX_TO_MODE_STG_DELTA--JOBFAILURE alarm has been generated,1435210292,ETCOOL, 06/25/2015 00:30:45 CST/CDT [PC3]MODE.HMF.ICMP_KOFAX_TO_MODE_STG_DELTA--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  DESCRIP,DESCRIPTION: cltaiprodetl 06/25/2015 00:30:45 CST/CDT [PC3]MODE.HMF.ICMP_KOFAX_TO_MODE_STG_DELTA--JOBFAILURE alarm has been generated1435212878u405591After database is back  next instan,,RESOLUTION: CAUSE GROUP: SQL SERVER DBA RESOLUTION: ERROR MESSAGE SAYS -  SHUTDOWN IS IN PROGRESS.  LOGIN FAILED FOR USER 'MODE_TO_KOFAX_DB'. ONLY ADMINISTRATORS MAY CONNECT AT THIS TIME. ,MODE-PlatformSupport,Pac2000ProgramAccess,Closed,6/25/15 1:31,6/25/15 2:55,22600107,Application Client Server,Autosys,,CAUSE GROUP: SQL SERVER DBA RESOLUTION: ERROR MESSAGE SAYS -  SHUTDOWN IS IN PROGRESS.  LOGIN FAILED FOR USER 'MODE_TO_KOFAX_DB'. ONLY ADMINISTRATORS MAY CONNECT AT THIS TIME.  AFTER SOME TIME DB IS UP AND RUNNING AND NEXT INSTANCE OF JOB KICKED OFF AND WENT TO SUCCESS.,MODE:
MODE-PlatformSupport,u405591,1439452141NETCOOLcltaiprodetl 08/13/2015 02:47:53 CST/CDT [PC3]MODE.HMF.IMAGING_KOFAX_TO_MODE_STG_DELTA--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  DESCRIPTION: cltaiprodetl 08/13/2015 02:47:53 CST/CDT [PC3]MODE.HMF.IMAGING_KOFAX_TO_MODE_STG_DELTA--JOBFAILURE alarm has been generated1439454160u405591 Status changed to In Progress  RESOLUTION: CAUSE GROUP: SQL SERVER OUTAGE RESOLUTION: RE-START THE JOB ONCE OUTAGE IS COMPLETE  Problem was assigned to u405591 as a severity 4 problem.1439454184u405591Re-started the job again for execution.1439455758u309862job is success now.   Status changed to Closed,4,50,cltaiprodetl 08/13/2015 02:47:53 CST/CDT [PC3]MODE.HMF.IMAGING_KOFAX_TO_MODE_STG_DELTA--JOBFAILURE alarm has been generated,1439452141,ETCOOL, 08/13/2015 02:47:53 CST/CDT [PC3]MODE.HMF.IMAGING_KOFAX_TO_MODE_STG_DELTA--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  DESC,DESCRIPTION: cltaiprodetl 08/13/2015 02:47:53 CST/CDT [PC3]MODE.HMF.IMAGING_KOFAX_TO_MODE_STG_DELTA--JOBFAILURE alarm has been generated1439454160u405591 Status changed to In Progress  ,,RESOLUTION: CAUSE GROUP: SQL SERVER OUTAGE RESOLUTION: RE-START THE JOB ONCE OUTAGE IS COMPLETE  Problem was assigned to u405591 as a severity 4 problem.1439454184u405591Re-started the ,MODE-PlatformSupport,Pac2000ProgramAccess,Closed,8/13/15 3:49,8/13/15 4:49,22828589,Application Client Server,Autosys,,CAUSE GROUP: SQL SERVER OUTAGE RESOLUTION: RE-START THE JOB ONCE OUTAGE IS COMPLETE,MODE:
MODE-PlatformSupport,u405591,1440914510NETCOOLcltaiprodetl 08/30/2015 01:00:47 CST/CDT [PC3]MODE.HMF.IMAGING_FAXCOM_SRC_TO_STG_DELTA_PROCESS--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  DESCRIPTION: cltaiprodetl 08/30/2015 01:00:47 CST/CDT [PC3]MODE.HMF.IMAGING_FAXCOM_SRC_TO_STG_DELTA_PROCESS--JOBFAILURE alarm has been generated1440917345u405591 Status changed to Closed  RESOLUTION: CAUSE GROUP: SQL SERVER RESOLUTION: AS PER THE SCHEDULE NEXT RUN TRIGGERED AND IT WENT TO SUCCESS.,4,50,cltaiprodetl 08/30/2015 01:00:47 CST/CDT [PC3]MODE.HMF.IMAGING_FAXCOM_SRC_TO_STG_DELTA_PROCESS--JOBFAILURE alarm has been generated,1440914510,ETCOOL, 08/30/2015 01:00:47 CST/CDT [PC3]MODE.HMF.IMAGING_FAXCOM_SRC_TO_STG_DELTA_PROCESS--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 proble,DESCRIPTION: cltaiprodetl 08/30/2015 01:00:47 CST/CDT [PC3]MODE.HMF.IMAGING_FAXCOM_SRC_TO_STG_DELTA_PROCESS--JOBFAILURE alarm has been generated1440917345u405591 Status changed to Close,,RESOLUTION: CAUSE GROUP: SQL SERVER RESOLUTION: AS PER THE SCHEDULE NEXT RUN TRIGGERED AND IT WENT TO SUCCESS.,MODE-PlatformSupport,Pac2000ProgramAccess,Closed,8/30/15 2:01,8/30/15 2:49,22915936,Application Client Server,Autosys,,CAUSE GROUP: SQL SERVER RESOLUTION: AS PER THE SCHEDULE NEXT RUN TRIGGERED AND IT WENT TO SUCCESS.,MODE:
MODE-PlatformSupport,U393825,1446966197NETCOOLcltaiprodetl 11/08/2015 01:02:09 CST/CDT [PC3]MODE.HMF.IMAGING_FAXCOM_SRC_TO_STG_DELTA_PROCESS--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  DESCRIPTION: cltaiprodetl 11/08/2015 01:02:09 CST/CDT [PC3]MODE.HMF.IMAGING_FAXCOM_SRC_TO_STG_DELTA_PROCESS--JOBFAILURE alarm has been generated1446970004U393825completed in next run   Status changed to Closed  RESOLUTION: CAUSE GROUP: SQL SERVER RESOLUTION: SUCCEEDED IN NEXT RUN ROOT CAUSE:  SQL COMMUNICATION LINK FAILURE,4,50,cltaiprodetl 11/08/2015 01:02:09 CST/CDT [PC3]MODE.HMF.IMAGING_FAXCOM_SRC_TO_STG_DELTA_PROCESS--JOBFAILURE alarm has been generated,1446966197,ETCOOL, 11/08/2015 01:02:09 CST/CDT [PC3]MODE.HMF.IMAGING_FAXCOM_SRC_TO_STG_DELTA_PROCESS--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 proble,DESCRIPTION: cltaiprodetl 11/08/2015 01:02:09 CST/CDT [PC3]MODE.HMF.IMAGING_FAXCOM_SRC_TO_STG_DELTA_PROCESS--JOBFAILURE alarm has been generated1446970004U393825completed in next run   ,,RESOLUTION: CAUSE GROUP: SQL SERVER RESOLUTION: SUCCEEDED IN NEXT RUN ROOT CAUSE:  SQL COMMUNICATION LINK FAILURE,MODE-PlatformSupport,Pac2000ProgramAccess,Closed,11/8/15 2:03,11/8/15 3:06,23293588,Application Client Server,Autosys,,CAUSE GROUP: SQL SERVER RESOLUTION: SUCCEEDED IN NEXT RUN ROOT CAUSE:  SQL COMMUNICATION LINK FAILURE,MODE:
MODE-PlatformSupport,ntfymodeplatformsupp,1446620621NETCOOLcltaiprodetl 11/04/2015 01:02:22 CST/CDT [PC3]MODE.HMF.IMAGING_FAXCOM_SRC_TO_STG_DELTA_PROCESS--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  DESCRIPTION: cltaiprodetl 11/04/2015 01:02:22 CST/CDT [PC3]MODE.HMF.IMAGING_FAXCOM_SRC_TO_STG_DELTA_PROCESS--JOBFAILURE alarm has been generated1446627342U393825Job failed due to SQL communication link failure and completed in next run   [ lppra01a0820 ] modetlap /run/modetlap/prod/autosys> jr MODE.HMF.IMAGING_FAXCOM_SRC_TO_STG_DELTA_PROCESS -r -18  Job Name                                                         Last Start           Last End             ST Run/Ntry Pri/Xit ________________________________________________________________ ____________________ ____________________ __ ________ _______ MODE.HMF.IMAGING_FAXCOM_SRC_TO_STG_DELTA_PROCESS                 11/04/2015 01:05:07  11/04/2015 01:05:52  SU 40132771/1 0  Status changed to Closed  RESOLUTION: CAUSE GROUP: SQL SERVER TEAM RESOLUTION : COMPLETED IN SUBSEQUENT RUN,4,50,cltaiprodetl 11/04/2015 01:02:22 CST/CDT [PC3]MODE.HMF.IMAGING_FAXCOM_SRC_TO_STG_DELTA_PROCESS--JOBFAILURE alarm has been generated,1446620621,ETCOOL, 11/04/2015 01:02:22 CST/CDT [PC3]MODE.HMF.IMAGING_FAXCOM_SRC_TO_STG_DELTA_PROCESS--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 proble,DESCRIPTION: cltaiprodetl 11/04/2015 01:02:22 CST/CDT [PC3]MODE.HMF.IMAGING_FAXCOM_SRC_TO_STG_DELTA_PROCESS--JOBFAILURE alarm has been generated1446627342U393825Job failed due to SQL co,,RESOLUTION: CAUSE GROUP: SQL SERVER TEAM RESOLUTION : COMPLETED IN SUBSEQUENT RUN,MODE-PlatformSupport,Pac2000ProgramAccess,Closed,11/4/15 2:03,11/4/15 3:55,23271242,Application Client Server,Autosys,,CAUSE GROUP: SQL SERVER TEAM RESOLUTION : COMPLETED IN SUBSEQUENT RUN,MODE:
MODE-PlatformSupport,U393825,1445493748NETCOOLcltaiprodetl 10/22/2015 01:01:32 CST/CDT [PC3]MODE.HMF.IMAGING_FAXCOM_SRC_TO_STG_DELTA_PROCESS--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  DESCRIPTION: cltaiprodetl 10/22/2015 01:01:32 CST/CDT [PC3]MODE.HMF.IMAGING_FAXCOM_SRC_TO_STG_DELTA_PROCESS--JOBFAILURE alarm has been generated1445495639U393825Failed due to SQL communication link failure. Completed in subsequent run   Status changed to Closed  RESOLUTION: CAUSE GROUP: SQL SERVER TEAM RESOLUTION : FAILED DUE TO SQL COMMUNICATION LINK FAILURE. COMPLETED IN SUBSEQUENT RUN,4,50,cltaiprodetl 10/22/2015 01:01:32 CST/CDT [PC3]MODE.HMF.IMAGING_FAXCOM_SRC_TO_STG_DELTA_PROCESS--JOBFAILURE alarm has been generated,1445493748,ETCOOL, 10/22/2015 01:01:32 CST/CDT [PC3]MODE.HMF.IMAGING_FAXCOM_SRC_TO_STG_DELTA_PROCESS--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 proble,DESCRIPTION: cltaiprodetl 10/22/2015 01:01:32 CST/CDT [PC3]MODE.HMF.IMAGING_FAXCOM_SRC_TO_STG_DELTA_PROCESS--JOBFAILURE alarm has been generated1445495639U393825Failed due to SQL commun,,RESOLUTION: CAUSE GROUP: SQL SERVER TEAM RESOLUTION : FAILED DUE TO SQL COMMUNICATION LINK FAILURE. COMPLETED IN SUBSEQUENT RUN,MODE-PlatformSupport,Pac2000ProgramAccess,Closed,10/22/15 2:02,10/22/15 2:33,23198067,Application Client Server,Autosys,,CAUSE GROUP: SQL SERVER TEAM RESOLUTION : FAILED DUE TO SQL COMMUNICATION LINK FAILURE. COMPLETED IN SUBSEQUENT RUN,MODE:
MODE-PlatformSupport,U393825,1446879712NETCOOLcltaiprodetl 11/07/2015 01:01:02 CST/CDT [PC3]MODE.HMF.IMAGING_FAXCOM_SRC_TO_STG_DELTA_PROCESS--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  DESCRIPTION: cltaiprodetl 11/07/2015 01:01:02 CST/CDT [PC3]MODE.HMF.IMAGING_FAXCOM_SRC_TO_STG_DELTA_PROCESS--JOBFAILURE alarm has been generated1446880100U393825Succeeded in next run. Failed due toSQL link failure   Status changed to Closed  RESOLUTION: CAUSE GROUP: SQLTEAM RESOLUTION: SUCCEEDED IN NEXT RUN ROOT CAUSE: JOB FAILED DUE TO SQL COMMUNICATION LINK FAILURE DURING SQL MAINTENANCE,4,50,cltaiprodetl 11/07/2015 01:01:02 CST/CDT [PC3]MODE.HMF.IMAGING_FAXCOM_SRC_TO_STG_DELTA_PROCESS--JOBFAILURE alarm has been generated,1446879712,ETCOOL, 11/07/2015 01:01:02 CST/CDT [PC3]MODE.HMF.IMAGING_FAXCOM_SRC_TO_STG_DELTA_PROCESS--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 proble,DESCRIPTION: cltaiprodetl 11/07/2015 01:01:02 CST/CDT [PC3]MODE.HMF.IMAGING_FAXCOM_SRC_TO_STG_DELTA_PROCESS--JOBFAILURE alarm has been generated1446880100U393825Succeeded in next run. F,,RESOLUTION: CAUSE GROUP: SQLTEAM RESOLUTION: SUCCEEDED IN NEXT RUN ROOT CAUSE: JOB FAILED DUE TO SQL COMMUNICATION LINK FAILURE DURING SQL MAINTENANCE,MODE-PlatformSupport,Pac2000ProgramAccess,Closed,11/7/15 2:01,11/7/15 2:08,23290116,Application Client Server,Autosys,,CAUSE GROUP: SQLTEAM RESOLUTION: SUCCEEDED IN NEXT RUN ROOT CAUSE: JOB FAILED DUE TO SQL COMMUNICATION LINK FAILURE DURING SQL MAINTENANCE,MODE:
MODE-PlatformSupport,u405591,1447672767NETCOOLcltaiprodetl 11/16/2015 05:18:47 CST/CDT [PC3]MODE.HMF.IMAGING_KOFAX_MODE_STG_TO_COM_DELTA--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  DESCRIPTION: cltaiprodetl 11/16/2015 05:18:47 CST/CDT [PC3]MODE.HMF.IMAGING_KOFAX_MODE_STG_TO_COM_DELTA--JOBFAILURE alarm has been generated1447673712u405591[ lppra01a0820 ] modetlap /run/modetlap/prod/autosys> jr MODE.HMF.IMAGING_KOFAX_MODE_STG_TO_COM_DELTA -r -1  Job Name                                                         Last Start           Last End             ST Run/Ntry Pri/Xit ________________________________________________________________ ____________________ ____________________ __ ________ _______ MODE.HMF.IMAGING_KOFAX_MODE_STG_TO_COM_DELTA                     11/16/2015 05:21:22  11/16/2015 05:21:46  SU 41286636/2 0 [ lppra01a0820 ] modetlap /run/modetlap/prod/autosys>   Job went to success after a force start.   Status changed to Closed  RESOLUTION: CAUSE GROUP: TERADATA DATABASE IS CAUSING JOB TO FAIL WHEN PARLLELISM IS GREATER THAN 8 RESOULTION: RE-RUN THE JOB FOR EXECTUION TO SUCCESS.,4,50,cltaiprodetl 11/16/2015 05:18:47 CST/CDT [PC3]MODE.HMF.IMAGING_KOFAX_MODE_STG_TO_COM_DELTA--JOBFAILURE alarm has been generated,1447672767,ETCOOL, 11/16/2015 05:18:47 CST/CDT [PC3]MODE.HMF.IMAGING_KOFAX_MODE_STG_TO_COM_DELTA--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  ,DESCRIPTION: cltaiprodetl 11/16/2015 05:18:47 CST/CDT [PC3]MODE.HMF.IMAGING_KOFAX_MODE_STG_TO_COM_DELTA--JOBFAILURE alarm has been generated1447673712u405591[ lppra01a0820 ] modetlap /r,,RESOLUTION: CAUSE GROUP: TERADATA DATABASE IS CAUSING JOB TO FAIL WHEN PARLLELISM IS GREATER THAN 8 RESOULTION: RE-RUN THE JOB FOR EXECTUION TO SUCCESS.,MODE-PlatformSupport,Pac2000ProgramAccess,Closed,11/16/15 6:19,11/16/15 6:35,23331891,Application Client Server,Autosys,,CAUSE GROUP: TERADATA DATABASE IS CAUSING JOB TO FAIL WHEN PARLLELISM IS GREATER THAN 8 RESOULTION: RE-RUN THE JOB FOR EXECTUION TO SUCCESS.,MODE:
MODE-PlatformSupport,U393825,"1432888848NETCOOLcltaiprodetl 05/29/2015 03:39:46 CST/CDT [PC3]MODE.DMF.MSP_TO_SRC_PROCESS--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  DESCRIPTION: cltaiprodetl 05/29/2015 03:39:46 CST/CDT [PC3]MODE.DMF.MSP_TO_SRC_PROCESS--JOBFAILURE alarm has been generated1432893398A178976 Status changed to In Progress  Problem was assigned to U393825 as a severity 4 problem.1432906959u405591We have the below value for the loan # ""0079936001""   ihfa_series_no                 ""\x00\x00\x01?O???\x00\x00"" hence process is failing.1432916719u414337In Production PC3   Please force start the failed job - MODE.DMF.MSP_TO_SRC_PROCESS1432916934u023623MODE.DMF.MSP_TO_SRC_PROCESS Force Started per Babu  Vara1432918031u414337n Production PC3   Please force start the failed job - MODE.DMF.MSP_TO_SRC_PROCESS1432918408a244297done1432930417u414337 Status changed to Resolved  RESOLUTION: RESPONSIBLE GROUP: VENDOR - MSP CR: N/A ROOT CAUSE: BAD DATA IN THE FIELD IHFA_SERIES_NO FOR LOAN NUMBER - 0079936001 AND FILE - MSP_LOAN_TERM_HIST_LR.DAT RESOLUTION: CORRECTED THE RECORD ( NO - 202574)   REPLACED BAD DATA TO NULL AND RERAN THE JOB. COMPLETED SUCESSFULLY. 1433363220U347739 Status changed to Closed  RESOLUTION: CAUSE GROUP: VENDOR - MSP RESOLUTION: CORRECTED THE RECORD ( NO - 202574)   REPLACED BAD DATA TO NULL AND RERAN THE JOB. COMPLETED SUCESSFULLY. ",4,50,cltaiprodetl 05/29/2015 03:39:46 CST/CDT [PC3]MODE.DMF.MSP_TO_SRC_PROCESS--JOBFAILURE alarm has been generated,1432888848,ETCOOL, 05/29/2015 03:39:46 CST/CDT [PC3]MODE.DMF.MSP_TO_SRC_PROCESS--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  DESCRIPTION: clta,DESCRIPTION: cltaiprodetl 05/29/2015 03:39:46 CST/CDT [PC3]MODE.DMF.MSP_TO_SRC_PROCESS--JOBFAILURE alarm has been generated1432893398A178976 Status changed to In Progress  Problem was a,,RESOLUTION: RESPONSIBLE GROUP: VENDOR - MSP CR: N/A ROOT CAUSE: BAD DATA IN THE FIELD IHFA_SERIES_NO FOR LOAN NUMBER - 0079936001 AND FILE - MSP_LOAN_TERM_HIST_LR.DAT RESOLUTION: CORRECTED,MODE-PlatformSupport,Pac2000ProgramAccess,Closed,5/29/15 4:40,6/3/15 16:26,22467768,Application Client Server,Autosys,,CAUSE GROUP: VENDOR - MSP RESOLUTION: CORRECTED THE RECORD ( NO - 202574)   REPLACED BAD DATA TO NULL AND RERAN THE JOB. COMPLETED SUCESSFULLY. ,MODE:
MODE-PlatformSupport,u309862,1449205896NETCOOLcltaiprodetl 12/03/2015 23:10:44 CST/CDT [PC3]MODE.HMF.IMAGING_CWO_STG_TO_COM_DELTA--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  DESCRIPTION: cltaiprodetl 12/03/2015 23:10:44 CST/CDT [PC3]MODE.HMF.IMAGING_CWO_STG_TO_COM_DELTA--JOBFAILURE alarm has been generated1449209889u309862Cause: PLS-00201: identifier 'MDE_DBAPPS_WS1.UTIL' must be declared ORA-06550: line 2  column 1: PL/SQL: Statement ignored   Status changed to In Progress  RESOLUTION: CAUSE GROUP:: MODE DBA RESOLUTION:JOB WENT TO SUCCESS AFTER FS  Problem was assigned to u309862 as a severity 4 problem.1449209892u309862 Status changed to Closed,4,50,cltaiprodetl 12/03/2015 23:10:44 CST/CDT [PC3]MODE.HMF.IMAGING_CWO_STG_TO_COM_DELTA--JOBFAILURE alarm has been generated,1449205896,ETCOOL, 12/03/2015 23:10:44 CST/CDT [PC3]MODE.HMF.IMAGING_CWO_STG_TO_COM_DELTA--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  DESCRIP,DESCRIPTION: cltaiprodetl 12/03/2015 23:10:44 CST/CDT [PC3]MODE.HMF.IMAGING_CWO_STG_TO_COM_DELTA--JOBFAILURE alarm has been generated1449209889u309862Cause: PLS-00201: identifier 'MDE_D,,RESOLUTION: CAUSE GROUP:: MODE DBA RESOLUTION:JOB WENT TO SUCCESS AFTER FS  Problem was assigned to u309862 as a severity 4 problem.1449209892u309862 Status changed to Closed,MODE-PlatformSupport,Pac2000ProgramAccess,Closed,12/4/15 0:11,12/4/15 1:18,23431964,Application Client Server,Autosys,,CAUSE GROUP:: MODE DBA RESOLUTION:JOB WENT TO SUCCESS AFTER FS,MODE:
MODE-PlatformSupport,U393825,"1456974776NETCOOLcltaiprodetl 03/02/2016 21:12:03 CST/CDT [PC3]MODE.DTR.WFRETS_CHUCKY_TO_TEP_LOAD_PROCESS--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  DESCRIPTION: cltaiprodetl 03/02/2016 21:12:03 CST/CDT [PC3]MODE.DTR.WFRETS_CHUCKY_TO_TEP_LOAD_PROCESS--JOBFAILURE alarm has been generated1457004438U393825Failing with below error  Could not access ifile ""CHUCKY_Data_File"":  Failed checking access on file: Permission denied   Path = ""file://lppra01a0820.wellsfargo.com/data/ndm/inbound/prod/lenetlap/wfrets/WFRETS_03022016_210001.txt""   Mode = ( R_OK )  ABINITIO (3.2.5.6): Wed Mar  2 21:11:59 2016 ABINITIO: Rolling back job from recovery file ""/opt/lenetlap/pi-839c65a2-56d7ab72-5f27-7-wfrets_chucky_dataload.rec"". ABINITIO: Auto rollback succeeded. ABINITIO: Job closed; recovery file deleted.  Status changed to In Progress  Problem was assigned to U393825 as a severity 4 problem.1457069099U393825THis was happened due to recent Engineering ART request. This is being tracked under PRB0000238638261457070531U393825 Status changed to Closed  RESOLUTION: CAUSE GROUP:: MODE ENGG  RESOLUTION:: AFTER ENGG CHANGED FILE PERMISSIONS  JOB COMPLETED IN NEXT SCHEDULED RUN",4,50,cltaiprodetl 03/02/2016 21:12:03 CST/CDT [PC3]MODE.DTR.WFRETS_CHUCKY_TO_TEP_LOAD_PROCESS--JOBFAILURE alarm has been generated,1456974776,ETCOOL, 03/02/2016 21:12:03 CST/CDT [PC3]MODE.DTR.WFRETS_CHUCKY_TO_TEP_LOAD_PROCESS--JOBFAILURE alarm has been generated  Problem was assigned to ntfymodeplatformsupp as a severity 4 problem.  DE,DESCRIPTION: cltaiprodetl 03/02/2016 21:12:03 CST/CDT [PC3]MODE.DTR.WFRETS_CHUCKY_TO_TEP_LOAD_PROCESS--JOBFAILURE alarm has been generated1457004438U393825Failing with below error  Coul,,RESOLUTION: CAUSE GROUP:: MODE ENGG  RESOLUTION:: AFTER ENGG CHANGED FILE PERMISSIONS  JOB COMPLETED IN NEXT SCHEDULED RUN,MODE-PlatformSupport,Pac2000ProgramAccess,Closed,3/2/16 22:12,3/4/16 0:48,23862237,Application Client Server,Autosys,,CAUSE GROUP:: MODE ENGG  RESOLUTION:: AFTER ENGG CHANGED FILE PERMISSIONS  JOB COMPLETED IN NEXT SCHEDULED RUN,MODE:
